price,category,beds,livings,wc,area,street_width,location.lat,location.lng,city,district,school_lat,school_lon,hospital_lat,hospital_lon,mall_lat,mall_lon,park_lat,park_lon,grocery_lat,grocery_lon,starbucks_lat,starbucks_lon,kitchen,distance_to_school,distance_to_hospital,distance_to_mall,distance_to_park,distance_to_grocery,distance_to_starbucks,Service_Center_Lat,Service_Center_Lon,Distance_to_Service_Center,district_encoded
2800000,3,4,2,3,300,18.0,24.881075,46.654701,الرياض,حي النرجس,24.825658,46.648365,24.828733,46.692132,24.781753,46.73123,24.797978,46.748148,24.85888,46.646846,24.85843,46.593574,1,6195.161435687935,6938.095884414252,13476.473242678976,13202.02332364129,2592.072564979285,6660.971993502857,24.8186004,46.6933442,7966.285557170521,0.0719496945871303
1350000,3,5,2,5,200,20.0,24.669668,46.538986,الرياض,حي المهدية,24.651663,46.573603,24.713169,46.62133,24.630417,46.708421,24.636802,46.554296,24.648508,46.554464,24.673405,46.623254,1,4030.5606095685466,9623.131075524345,17670.907256119557,3968.56332698384,2825.340639091644,8524.95706006248,24.6561118,46.60242279999999,6585.231649997613,0.0730561977672025
3150000,3,5,2,5,625,20.0,24.728212,46.789322,الرياض,حي المنار,24.729538,46.787981,24.728032,46.767915,24.72528,46.814469,24.736061,46.781485,24.729302,46.79037,24.734208,46.697437,1,200.20848193407437,2162.171427046728,2560.68124663103,1178.218878465315,160.91435951509226,9303.952985377176,24.7296426,46.788444,182.1221658430945,0.0027437680481463
1250000,3,5,2,5,207,15.0,24.70813,46.845328,الرياض,حي السعادة,24.72157,46.850874,24.703744,46.801768,24.72528,46.814469,24.699826,46.81658,24.703524,46.831735,24.734208,46.697437,1,1596.0051430115132,4427.231179936801,3654.085091661831,3047.3333458615384,1465.5282661707213,15216.48069915482,24.7107888,46.8230852,2266.1978463971727,0.0051636815070033
1200000,3,7,2,5,200,15.0,24.590103,46.570568,الرياض,حي طويق,24.579018,46.551464,24.560014,46.585046,24.630417,46.708421,24.587748,46.559833,24.566812,46.550478,24.673405,46.623254,1,2291.4524647113653,3652.047957211818,14639.346252456447,1116.571843616112,3291.54353818341,10684.468131312336,24.5848018,46.5910484,2153.088760398658,0.113151195113394
1150000,3,5,3,5,300,20.0,24.499164,46.656878,الرياض,حي عكاظ,24.498415,46.632727,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,2445.114841427857,3322.522724243613,15497.59281961379,4376.052012041121,4144.2180921611325,19670.752244428168,24.546364200000003,46.6631392,5286.506718105202,0.0337618409334209
1350000,3,4,2,4,300,20.0,24.528599,46.644071,الرياض,حي الحزم,24.498415,46.632727,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,3547.1129943623923,874.6197888132173,13058.360106020958,2382.369457087131,1527.0075648868997,16238.656897135435,24.546364200000003,46.6631392,2760.8854767726207,0.0227327929759537
1600000,3,4,2,4,206,20.0,24.56484,46.701342,الرياض,حي الشفا,24.56785,46.702449,24.585927,46.679846,24.630417,46.708421,24.568611,46.69925,24.585049,46.696174,24.693078,46.694869,1,352.9232369633303,3197.3451891454424,7326.87056320359,469.6644133753108,2307.107115819192,14274.41782556494,24.5875708,46.697228,2561.557189161152,0.0099315407382085
980000,3,5,1,5,336,25.0,24.563265,46.769196,الرياض,حي الدار البيضاء,24.556724,46.762908,24.610019,46.728076,24.630417,46.708421,24.547148,46.717688,24.571496,46.769596,24.693078,46.694869,1,966.1349534223776,6656.928771509492,9670.176180888224,5509.089061291746,916.138931842853,16272.691999513205,24.583160799999995,46.737337800000006,3908.098008061505,0.012207518824048
3000000,3,6,2,5,375,20.0,24.821266,46.635532,الرياض,حي الياسمين,24.825658,46.648365,24.828733,46.692132,24.781753,46.73123,24.762764,46.670383,24.820304,46.642517,24.85843,46.593574,1,1384.1394018802052,5772.094985057746,10611.936042377069,7395.5155847011,713.0190441146456,5916.328521615063,24.8038424,46.6769254,4605.203830655734,0.0256924640836264
1150000,6,4,1,3,225,29.0,24.829449,46.598606,الرياض,حي القيروان,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.762764,46.670383,24.816325,46.623727,24.85843,46.593574,1,5039.231429092662,3888.62400008785,14398.815700267554,10367.196529233835,2925.256045652514,3262.2961876687764,24.8098804,46.65221580000001,5831.6790863898905,0.0098145932476318
3500000,3,7,2,5,900,20.0,24.634607,46.555538,الرياض,حي ظهرة لبن,24.651663,46.573603,24.562336,46.540213,24.630417,46.708421,24.636802,46.554296,24.63857,46.559181,24.673405,46.623254,1,2632.55758347993,8184.172996105374,15459.84781757064,274.4634644508708,574.2504086975373,8089.653854679793,24.6239576,46.5871428,3406.9837951482486,0.0361187826665827
1850000,3,6,3,5,285,20.0,24.666315,46.55452,الرياض,حي المهدية,24.651663,46.573603,24.713169,46.62133,24.630417,46.708421,24.636802,46.554296,24.648508,46.554464,24.673405,46.623254,1,2524.5230300049457,8526.615016946182,16057.786552349322,3281.773947857209,1980.056145876788,6989.892302601827,24.6561118,46.60242279999999,4971.895434654492,0.0730561977672025
1650000,3,4,3,5,294,20.0,24.925734,46.793417,الرياض,حي الرمال,24.8153,46.8132,24.810349,46.790832,24.781753,46.73123,24.797978,46.748148,24.863792,46.723203,24.85843,46.593574,1,12440.82458534787,12832.876715841365,17195.56270689377,14921.944666507385,9878.974784201198,21501.642510486177,24.8138344,46.76132260000001,12857.031869127004,0.0687741204199314
1745000,6,3,1,4,227,36.0,24.825876,46.591721,الرياض,حي القيروان,24.796294,46.637573,24.862902,46.587374,24.781753,46.73123,24.738795,46.573269,24.801715,46.603326,24.85843,46.593574,1,5677.797777247586,4140.402920647264,14911.870480911077,9860.52213256351,2930.804524425828,3624.665508326385,24.7962918,46.6265544,4814.794495360799,0.0098145932476318
1300000,3,7,2,4,440,20.0,24.680925,46.745388,الرياض,حي جرير,24.691752,46.762141,24.689331,46.75479,24.685747,46.774851,24.695609,46.751141,24.68038,46.741784,24.693078,46.694869,1,2077.0853878549724,1332.6724534630644,3024.6977495286187,1733.15350419154,369.1463152984922,5279.900675359734,24.688563800000004,46.7569414,1443.6158724130864,0.0005217657271884
1500000,3,4,3,5,200,20.0,24.66753,46.535172,الرياض,حي المهدية,24.651663,46.573603,24.713169,46.62133,24.630417,46.708421,24.636802,46.554296,24.648508,46.554464,24.673405,46.623254,1,4265.598351497914,10075.807366256318,17988.790322083503,3925.524712306744,2876.5700259955174,8924.22639792643,24.6561118,46.60242279999999,6913.441788878512,0.0730561977672025
2100000,3,4,4,5,450,20.0,24.559959,46.583315,الرياض,حي ظهرة نمار,24.579018,46.551464,24.560014,46.585046,24.630417,46.708421,24.587748,46.559833,24.566812,46.550478,24.673405,46.623254,1,3855.659717104471,175.17103311711247,14878.773208002836,3897.0142309814114,3407.177789275686,13244.967133178256,24.5848018,46.5910484,2870.9581053405736,0.0126303289822869
2500000,3,4,2,5,390,15.0,24.864151,46.650867,الرياض,حي النرجس,24.825658,46.648365,24.828733,46.692132,24.781753,46.73123,24.762764,46.670383,24.85888,46.646846,24.85843,46.593574,1,4287.665310370031,5731.224572860338,12236.197916271372,11444.501814623847,712.8104255267396,5815.207755323964,24.8115576,46.6777912,6448.416235410017,0.0719496945871303
1750000,3,4,2,3,325,12.0,24.722272,46.822794,الرياض,حي النسيم الغربي,24.717213,46.817417,24.703744,46.801768,24.72528,46.814469,24.713108,46.814742,24.703524,46.831735,24.734208,46.697437,1,781.9273826518844,2958.930534445812,904.9258002476682,1303.769035094352,2271.907204947541,12730.25470084978,24.7125738,46.8160262,1276.805433977741,0.0070528332778582
699000,6,3,1,3,129,30.0,24.693888,46.801552,الرياض,حي الروابي,24.700063,46.8063,24.68704,46.797248,24.685747,46.774851,24.690724,46.791702,24.701594,46.802761,24.693078,46.694869,1,837.5764478160016,876.8709432724313,2845.4309334517134,1055.484758217579,865.5289980927226,10778.216514981756,24.6930336,46.7945724,711.4981108110267,0.0024558973021113
1500000,3,7,2,5,268,15.0,24.839678,46.875023,الرياض,حي الجنادرية,24.79705,46.87658,24.80805,46.862444,24.72528,46.814469,24.797978,46.748148,24.896639,46.908039,24.734208,46.697437,1,4742.621375404794,3738.98161721898,14113.175589888127,13618.528239442889,7156.184981547788,21422.72945493313,24.804999400000003,46.841936,5100.9506067774655,0.0070258453954174
3800000,3,4,1,5,360,20.0,24.794803,46.712568,الرياض,حي الفلاح,24.783307,46.707717,24.788008,46.697308,24.781753,46.73123,24.766622,46.705068,24.789333,46.701617,24.734208,46.697437,1,1368.8876027315082,1715.775857716896,2377.992117507494,3223.7642407050357,1261.7485714132956,6908.89088340589,24.7818046,46.708588,1500.1605207947011,0.0017812002410917
2450000,3,5,2,5,450,15.0,24.808926,46.825298,الرياض,حي القادسية,24.8153,46.8132,24.797495,46.851917,24.766528,46.754593,24.758986,46.773294,24.798963,46.81444,24.734208,46.697437,1,1411.8473900180743,2972.3438331131206,8554.094536041783,7641.916001338488,1558.3511537218956,15351.76418076576,24.7874544,46.8014888,3387.678388637722,0.0188735257869216
1600000,3,4,2,4,252,15.0,24.801806,46.826565,الرياض,حي المعيزلة,24.8153,46.8132,24.797495,46.851917,24.766528,46.754593,24.758986,46.773294,24.798963,46.81444,24.734208,46.697437,1,2017.70225412326,2603.554431110143,8257.098672091071,7182.889542038215,1264.0647194320434,15049.148566103047,24.7874544,46.8014888,2992.3528168939915,0.003238545892894
1250000,3,5,2,4,340,20.0,24.593836,46.716991,الرياض,حي اليمامة,24.61383,46.699238,24.602214,46.703075,24.630417,46.708421,24.568611,46.69925,24.605695,46.707546,24.693078,46.694869,1,2857.29322279342,1687.426761157859,4158.861867590863,3329.503699493268,1628.1054316134437,11259.424496452975,24.6041534,46.703506,1781.8426782144095,0.0002608828635942
600000,6,5,4,2,180,30.0,24.527021,46.649204,الرياض,حي الحزم,24.498415,46.632727,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,3591.2014824136177,406.6208406191946,12963.01248598636,2023.998415743113,1278.792239955396,16487.24260047237,24.546364200000003,46.6631392,2571.610432801819,0.0227327929759537
2250000,3,4,1,4,210,15.0,24.890803,46.609071,الرياض,حي العارض,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.762764,46.670383,24.863408,46.589112,24.85843,46.593574,1,8257.7027766593,3796.812075083869,17291.43518059473,15523.711373823407,3651.447706748385,3924.529519914071,24.819297,46.64529280000001,8750.785814664632,0.072246561293979
2800000,3,4,1,4,300,15.0,24.897476,46.610096,الرياض,حي العارض,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.762764,46.670383,24.863408,46.589112,24.85843,46.593574,1,8870.173826366774,4475.8739134217785,17748.003958631954,16167.654110228545,4339.472489179713,4650.628516103954,24.819297,46.64529280000001,9390.443605596847,0.072246561293979
3500000,3,5,2,5,500,20.0,24.578162,46.577189,الرياض,حي طويق,24.579018,46.551464,24.560014,46.585046,24.630417,46.708421,24.587748,46.559833,24.566812,46.550478,24.673405,46.623254,1,2603.045914429251,2168.7570785350345,14483.999066828315,2053.31531190572,2981.436364058136,11568.960560333726,24.5848018,46.5910484,1584.0141534150553,0.113151195113394
1400000,3,5,4,5,354,28.0,24.850425,46.888481,الرياض,حي الجنادرية,24.79705,46.87658,24.820636,46.921131,24.72528,46.814469,24.797978,46.748148,24.896639,46.908039,24.734208,46.697437,1,6055.337835810613,4671.969986482878,15794.44308739224,15316.207818370707,5504.514007435028,23214.582060494693,24.807516600000003,46.8536734,5924.790298302249,0.0070258453954174
2200000,3,7,3,5,250,20.0,24.877079,46.621418,الرياض,حي العارض,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.762764,46.670383,24.85888,46.646846,24.85843,46.593574,1,6331.285800269388,3778.973129964804,15334.984469304947,13638.059125467187,3267.394561342325,3491.5390584582383,24.8183914,46.6568396,7440.409075613177,0.072246561293979
2300000,3,5,4,4,500,15.0,24.739209,46.773031,الرياض,حي الروضة,24.73704,46.768199,24.728032,46.767915,24.766528,46.754593,24.736061,46.781485,24.74606,46.77569,24.734208,46.697437,1,544.3338798356361,1345.9496877362644,3562.904535490187,922.7487518075752,807.7369893344387,7654.59304166734,24.7427442,46.7695764,525.5832604343813,0.0051726774678169
950000,6,3,1,3,140,40.0,24.840782,46.673517,الرياض,حي النرجس,24.825658,46.648365,24.828733,46.692132,24.781753,46.73123,24.762764,46.670383,24.839917,46.672492,24.85843,46.593574,1,3044.74221029849,2307.3148905566864,8775.734708378697,8680.971594304603,141.24115964330082,8301.50805738058,24.807765,46.68292040000001,3791.9921543455766,0.0719496945871303
2050000,3,5,3,5,288,15.0,24.842867,46.758901,الرياض,حي المونسية,24.810615,46.759733,24.805567,46.763133,24.781753,46.73123,24.797978,46.748148,24.830391,46.747188,24.734208,46.697437,1,3587.241555328036,4169.5028413549735,7347.086713521501,5108.041872609378,1822.5120895101245,13582.40682580826,24.8052608,46.7498864,4279.438806006578,0.0488750551002599
1020000,3,5,2,5,300,20.0,24.501764,46.676147,الرياض,حي عكاظ,24.498415,46.632727,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,4409.120193193669,3828.841107676969,14673.168443404757,4147.924564616546,4338.558771835692,19820.77280788677,24.546364200000003,46.6631392,5130.930984811458,0.0337618409334209
3000000,3,4,1,3,735,20.0,24.569237,46.661839,الرياض,حي شبرا,24.576836,46.668709,24.585927,46.679846,24.630417,46.708421,24.576579,46.645154,24.578378,46.66387,24.673405,46.623254,1,1093.8991074173923,2599.951901843672,8274.024479105745,1874.3909807512905,1036.975148703293,12222.017197916224,24.5896274,46.6732,2541.7440478495814,0.0015652971815654
1050000,3,3,2,3,250,20.0,24.551362,46.527937,الرياض,حي طويق,24.579018,46.551464,24.562336,46.540213,24.630417,46.708421,24.564435,46.501362,24.55148,46.513728,24.673405,46.623254,1,3888.1818271251136,1740.8307947904916,20255.57013598668,3055.623728706645,1437.1816330088566,16643.595737823212,24.5775372,46.5630376,4590.437975073599,0.113151195113394
1350000,3,5,1,3,400,12.0,24.774551,46.804569,الرياض,حي الخليج,24.793177,46.795145,24.78625,46.801982,24.766528,46.754593,24.758986,46.773294,24.767727,46.806622,24.734208,46.697437,1,2279.179056377184,1326.8281772353423,5124.045930141896,3600.956639176244,786.5958300908884,11711.135992599477,24.7745336,46.7863272,1841.710722663804,0.0080064051240992
1800000,3,3,1,4,420,16.0,24.846419,46.786614,الرياض,حي الرمال,24.8145,46.8101,24.810349,46.790832,24.781753,46.73123,24.797978,46.748148,24.824738,46.770679,24.734208,46.697437,1,4267.834775300145,4033.3259631406017,9107.69117594068,6639.557053739245,2897.8908325176217,15385.816661501867,24.8058636,46.7701978,4804.243732771324,0.0687741204199314
780000,6,7,2,4,265,30.0,24.631052,46.56752,الرياض,حي ظهرة لبن,24.651663,46.573603,24.560014,46.585046,24.630417,46.708421,24.636802,46.554296,24.63857,46.559181,24.673405,46.623254,1,2372.868883211412,8095.378925959413,14242.109044982397,1481.6671025074384,1187.1164680863612,7341.91722171733,24.6234932,46.5961094,3009.575719224179,0.0361187826665827
2000000,3,5,1,5,491,20.0,24.756744,46.766392,الرياض,حي القدس,24.760753,46.757317,24.77389,46.784926,24.766528,46.754593,24.758986,46.773294,24.75911,46.765222,24.734208,46.697437,1,1019.0162989707844,2671.4930463194537,1613.362376106469,740.1729979081495,288.39549884981585,7400.561451656443,24.7638534,46.7670704,793.4914323707453,0.0027347720873327
1650000,3,5,2,5,375,15.0,24.564526,46.56197,الرياض,حي طويق,24.579018,46.551464,24.562336,46.540213,24.630417,46.708421,24.587748,46.559833,24.566812,46.550478,24.673405,46.623254,1,1930.147328390717,2213.762525650865,16520.412376657376,2591.195199991326,1189.6612300419226,13599.731987672472,24.5852662,46.5820818,3074.859412255738,0.113151195113394
2569000,3,5,1,5,280,18.0,24.89954,46.623348,الرياض,حي العارض,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.762764,46.670383,24.85888,46.646846,24.85843,46.593574,1,8594.272177854538,5455.7899796311885,17030.737423051185,15932.264610309252,5104.880510618057,5469.640005261761,24.8183914,46.6568396,9635.25226275537,0.072246561293979
890000,3,5,2,5,250,15.0,24.518835,46.745024,الرياض,حي بدر,24.556724,46.762908,24.528803,46.652714,24.630417,46.708421,24.547148,46.717688,24.570792,46.743012,24.693078,46.694869,1,4585.023939785273,9403.987382628644,12947.693455828046,4190.222341571552,5780.937978940664,20027.44787273127,24.5667768,46.71694860000001,6040.093178927129,0.0604978364714243
2100000,3,4,2,5,312,20.0,24.671904,46.554893,الرياض,حي المهدية,24.651663,46.573603,24.713169,46.62133,24.630417,46.708421,24.636802,46.554296,24.648508,46.554464,24.673405,46.623254,1,2939.4472027390198,8130.464683660538,16186.973956691842,3903.630567871151,2601.87769125907,6909.462037362996,24.6561118,46.60242279999999,5113.863647530596,0.0730561977672025
1800000,3,5,3,5,223,22.0,24.665152,46.527828,الرياض,حي المهدية,24.651663,46.573603,24.713169,46.62133,24.630417,46.708421,24.636802,46.554296,24.648508,46.554464,24.673405,46.623254,1,4862.897112166219,10851.016085244297,18655.612845308424,4134.308032718526,3266.5979003198067,9686.024365421075,24.6561118,46.60242279999999,7604.787830383623,0.0730561977672025
580000,6,3,1,3,171,25.0,24.558968,46.532336,الرياض,حي طويق,24.579018,46.551464,24.562336,46.540213,24.630417,46.708421,24.564435,46.501362,24.567311,46.542159,24.673405,46.623254,1,2951.6533491560976,880.2724571965186,19495.62742359814,3190.945213901496,1359.232292284452,15696.892215631451,24.5807034,46.5687238,4402.503288106923,0.113151195113394
1295000,6,2,2,3,178,36.0,24.816447,46.743669,الرياض,حي قرطبة,24.808446,46.754668,24.805567,46.763133,24.781753,46.73123,24.797978,46.748148,24.80724,46.737201,24.734208,46.697437,1,1422.639507259026,2307.159007954505,4056.986514681287,2102.8306198943114,1214.1998739040732,10266.909574063196,24.8001968,46.746876,1835.7039548805888,0.0129361916499491
1200000,3,4,2,5,240,20.0,24.598651,46.642602,الرياض,حي ظهرة البديعة,24.597702,46.657244,24.585927,46.679846,24.630417,46.708421,24.597595,46.65321,24.604011,46.650821,24.673405,46.623254,1,1484.1197713317945,4022.7124410839792,7533.135718332303,1078.919502819932,1022.5962946100592,8539.203594691144,24.6031304,46.6699084,2805.2963582382563,0.0031395903239445
3000000,3,7,3,5,750,15.0,24.755417,46.820644,الرياض,حي النهضة,24.751234,46.813893,24.749248,46.832551,24.72528,46.814469,24.736061,46.781485,24.753293,46.822811,24.734208,46.697437,1,825.2663949073898,1384.270908338922,3408.611318869036,4502.221662231142,321.96484851691406,12663.607076955226,24.743023200000003,46.8130418,1577.520659651035,0.0134669533379512
1000000,6,4,3,4,145,36.0,24.884452,46.628514,الرياض,حي العارض,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.762764,46.670383,24.85888,46.646846,24.85843,46.593574,1,6837.517607317951,4792.313487846409,15422.357021414133,14175.502447593992,3391.9777593555937,4560.346965003526,24.8183914,46.6568396,7882.010554251742,0.072246561293979
1280000,3,4,1,4,360,17.0,24.506972,46.732838,الرياض,حي بدر,24.556724,46.762908,24.528803,46.652714,24.630417,46.708421,24.547148,46.717688,24.570792,46.743012,24.693078,46.694869,1,6313.2776646297125,8461.714008339239,13946.78320076452,4722.945472919736,7170.692529197303,21047.077165877978,24.5667768,46.71694860000001,6841.467450115783,0.0604978364714243
1150000,3,5,1,5,300,20.0,24.547396,46.882355,الرياض,حي المدينة الصناعية الجديدة,24.575225,46.780452,24.583313,46.864015,24.685747,46.774851,24.617548,46.754887,24.58224,46.865743,24.693078,46.694869,1,10760.37181882742,4403.450218751879,18835.26594739537,15065.794580617485,4223.0221402611705,24931.85355414351,24.6088146,46.8079896,10158.20681601014,7.196768650875757e-05
1300000,3,4,2,4,300,15.0,24.512293,46.667078,الرياض,حي عكاظ,24.498415,46.632727,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,3802.7741337646553,2341.3517244039763,13784.123569549034,2836.438806306819,2890.711128319959,18454.66957519047,24.546364200000003,46.6631392,3809.439588563654,0.0337618409334209
2800000,3,5,2,5,312,15.0,24.911407,46.638064,الرياض,حي النرجس,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.797978,46.748148,24.85888,46.646846,24.85843,46.593574,1,9591.318658933013,7431.912219591684,17210.99837191053,16806.139472540162,5907.530948072414,7405.479289932625,24.8254342,46.6723926,10167.71966391085,0.0719496945871303
759000,6,2,1,3,92,30.0,24.830462,46.596654,الرياض,حي القيروان,24.825658,46.648365,24.862902,46.587374,24.781753,46.73123,24.738795,46.573269,24.858281,46.593368,24.85843,46.593574,1,5245.808096666745,3726.717252058781,14623.462928059873,10462.724351507528,3111.0512732903894,3125.390081478441,24.8134778,46.626721200000006,3574.150291936526,0.0098145932476318
3000000,3,4,2,5,377,20.0,24.823796,46.646477,الرياض,حي الياسمين,24.825658,46.648365,24.828733,46.692132,24.781753,46.73123,24.762764,46.670383,24.820304,46.642517,24.85843,46.593574,1,281.3752413527325,4640.039591137521,9748.84006945851,7202.739795739738,557.2191254371261,6582.422867710877,24.8038424,46.6769254,3790.3706175906495,0.0256924640836264
1850000,3,5,2,5,320,15.0,24.848168,46.796492,الرياض,حي الرمال,24.8145,46.8101,24.810349,46.790832,24.781753,46.73123,24.797978,46.748148,24.824738,46.770679,24.734208,46.697437,1,3987.62829405928,4243.894697189444,9895.649890993567,7412.844870663876,3684.097954294875,16141.893707373802,24.8058636,46.7701978,5400.865339757951,0.0687741204199314
1020000,3,5,2,5,240,15.0,24.501538,46.666833,الرياض,حي عكاظ,24.498415,46.632727,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,3468.378746287918,3351.38793681806,14935.105173595968,4029.776786912456,4019.1819961469455,19612.15243981756,24.546364200000003,46.6631392,4998.433552523515,0.0337618409334209
1350000,3,5,2,5,300,18.0,24.554969,46.58965,الرياض,حي ظهرة نمار,24.579018,46.551464,24.560014,46.585046,24.630417,46.708421,24.578787,46.624291,24.580278,46.616503,24.673405,46.623254,1,4697.211941926471,729.0483147283576,14648.97237214058,4391.669497005202,3910.807948634175,13600.561866483042,24.5857028,46.617145,4405.670028658698,0.0126303289822869
2800000,3,4,3,5,250,12.0,24.824194,46.688583,الرياض,حي النرجس,24.802781,46.690582,24.828733,46.692132,24.781753,46.73123,24.766622,46.705068,24.814333,46.680385,24.743234,46.655646,1,2389.5497306172924,618.8819788539724,6387.603370940151,6614.457419182614,1373.628124341608,9596.794881214051,24.7988444,46.6998794,3040.6066279224588,0.0719496945871303
750000,6,3,1,3,250,30.0,24.566375,46.556655,الرياض,حي طويق,24.579018,46.551464,24.562336,46.540213,24.630417,46.708421,24.587748,46.559833,24.566812,46.550478,24.673405,46.623254,1,1500.6458752087728,1722.384296998558,16916.038519350674,2398.1982436300896,626.563477516872,13673.38933311886,24.5852662,46.5820818,3320.188936691804,0.113151195113394
940000,3,5,3,5,225,16.0,24.524176,46.735825,الرياض,حي بدر,24.556724,46.762908,24.528803,46.652714,24.630417,46.708421,24.547148,46.717688,24.570792,46.743012,24.693078,46.694869,1,4539.057633176428,8423.38127847085,12134.12171376704,3144.947787412532,5234.186627153089,19232.033422594606,24.5667768,46.71694860000001,5107.294178777715,0.0604978364714243
1150000,3,5,5,3,375,10.0,24.711046,46.827812,الرياض,حي النسيم الغربي,24.717213,46.817417,24.703744,46.801768,24.72528,46.814469,24.713108,46.814742,24.703524,46.831735,24.734208,46.697437,1,1254.088021576176,2753.2916766399167,2078.816500983869,1339.9850052194392,925.5376169100972,13417.782596401628,24.7125738,46.8160262,1202.5662875772616,0.0070528332778582
560000,6,5,1,5,163,30.0,24.561197,46.528883,الرياض,حي طويق,24.586704,46.532635,24.562336,46.540213,24.630417,46.708421,24.564435,46.501362,24.567311,46.542159,24.673405,46.623254,1,2861.514338695112,1152.8185719683197,19716.73770882441,2806.458201338593,1504.9307237315754,15706.133735259376,24.5822406,46.564958,4334.041874282324,0.113151195113394
1000000,3,5,1,5,330,20.0,24.554339,46.803931,الرياض,حي طيبة,24.575225,46.780452,24.563162,46.841807,24.630417,46.708421,24.617548,46.754887,24.572295,46.780832,24.693078,46.694869,1,3321.391752320322,3954.255035033212,12838.157224288405,8601.861397973822,3073.044506344373,18961.29351722981,24.5917294,46.7732798,5185.866757629102,0.0085551587337285
2700000,3,5,1,3,375,16.0,24.80825,46.661113,الرياض,حي الياسمين,24.802622,46.67171,24.828733,46.692132,24.781753,46.73123,24.762764,46.670383,24.80849,46.669194,24.743234,46.655646,1,1239.2386123155063,3871.4512278507264,7666.66283753641,5143.659768813236,816.0795542846892,7250.488586068202,24.7968724,46.68692980000001,2896.76964935327,0.0256924640836264
1000000,3,4,2,4,375,10.0,24.713089,46.831596,الرياض,حي النسيم الغربي,24.717213,46.817417,24.703744,46.801768,24.72528,46.814469,24.713108,46.814742,24.703524,46.831735,24.734208,46.697437,1,1503.8313702147643,3187.213208370664,2197.781416701764,1702.438599300884,1063.6721521612258,13752.349821835434,24.7125738,46.8160262,1573.7655240091096,0.0070528332778582
1350000,3,5,5,5,283,20.0,24.645936,46.495368,الرياض,حي المهدية,24.586704,46.532635,24.562336,46.540213,24.630417,46.708421,24.636802,46.554296,24.648508,46.554464,24.673405,46.623254,1,7587.609373150257,10342.57792498726,21602.633362863184,6041.773927782393,5979.336845408656,13279.460780113066,24.6129534,46.5780058,9122.595543492576,0.0730561977672025
2200000,3,3,2,3,350,20.0,24.816484,46.832038,الرياض,حي القادسية,24.8153,46.8132,24.797495,46.851917,24.766528,46.754593,24.797978,46.748148,24.798963,46.81444,24.734208,46.697437,1,1905.8214729008432,2912.7828766182693,9590.371158271784,8713.8404097731,2636.4137536415437,16381.966759186656,24.7952528,46.796459600000006,4297.6209829208365,0.0188735257869216
810000,6,3,1,3,177,30.0,24.62507,46.529289,الرياض,حي ظهرة لبن,24.586704,46.532635,24.562336,46.540213,24.630417,46.708421,24.636802,46.554296,24.63857,46.559181,24.673405,46.623254,1,4279.494899930594,7062.601703650421,18116.423318000576,2844.4336661817897,3373.7464224300484,10911.784648619569,24.6109658,46.5789492,5259.321123306495,0.0361187826665827
1000000,3,5,4,5,234,20.0,24.499437,46.664566,الرياض,حي عكاظ,24.498415,46.632727,24.528803,46.652714,24.630417,46.708421,24.537754,46.665364,24.536432,46.65647,24.673405,46.623254,1,3223.599207460614,3478.551690966228,15224.6239100758,4261.420803657968,4194.404559873827,19790.229393694317,24.546364200000003,46.6631392,5220.062563590562,0.0337618409334209
880000,3,7,2,5,210,20.0,24.555174,46.81284,الرياض,حي طيبة,24.575225,46.780452,24.563162,46.841807,24.630417,46.708421,24.617548,46.754887,24.569056,46.838061,24.693078,46.694869,1,3962.2378796953817,3061.280276881032,13470.85920034172,9079.709912310042,2981.387921048461,19425.254870800563,24.5910816,46.7847256,4901.519977639416,0.0085551587337285
1850000,3,5,1,5,283,15.0,24.805439,46.749643,الرياض,حي قرطبة,24.808446,46.754668,24.805567,46.763133,24.781753,46.73123,24.797978,46.748148,24.800246,46.752409,24.734208,46.697437,1,607.4922669173671,1361.6979229523215,3223.5858976517925,843.2378741296852,641.3898558305106,9514.085921368642,24.798798,46.7499176,738.9655201766269,0.0129361916499491
1350000,3,5,3,5,250,15.0,24.524725,46.736593,الرياض,حي بدر,24.556724,46.762908,24.528803,46.652714,24.630417,46.708421,24.547148,46.717688,24.570792,46.743012,24.693078,46.694869,1,4443.566193094204,8497.435049128464,12092.754694000809,3142.232861549138,5163.397585035667,19189.338503583287,24.5667768,46.71694860000001,5080.5979956545525,0.0604978364714243
